Numer konta księgowego,Nazwa konta księgowego,Nazwa dokumentu,Numer dokumentu,Data wystawienia dokumentu,Kwota dokumentu,Kwota WN,Data zapłaty,Dokument rozliczeniowy,Opis wydatku,Podmiot
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Adm Pit/2024/04/1,2024-04-25,18522.88,2681.88,2024-04-26,WB/133-101/24/0025,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Guliwer/2024/04/1,2024-04-22,142910.34,21.19,2024-04-26,WB/133-143/24/0031; WB/133-101/24/0025,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Guliwer/2024/04/1,2024-04-22,142910.34,273.75,2024-04-26,WB/133-143/24/0031; WB/133-101/24/0025,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/04/1,2024-04-22,281169.24,255.52,2024-04-26,WB/133-127/24/0033,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/04/1,2024-04-22,281169.24,16168.96,2024-04-26,WB/133-127/24/0033,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Adm Pit/2024/05/2,2024-05-26,15090.99,2184.99,2024-05-28,WB/133-101/24/0031,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Guliwer/2024/05/4,2024-05-21,155877.27,14.18,2024-05-28,WB/133-143/24/0041; LPE/WRO Guliwer/2024/04/3/0001; WB/133-101/24/0031,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Guliwer/2024/05/4,2024-05-21,155877.27,183.14,2024-05-28,WB/133-143/24/0041; LPE/WRO Guliwer/2024/04/3/0001; WB/133-101/24/0031,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/05/2,2024-05-21,288784.79,359.27,2024-05-28,WB/133-127/24/0041,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/05/2,2024-05-21,288784.79,17213.9,2024-05-28,WB/133-127/24/0041,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/05/1,2024-05-21,194387.97,2887.04,2024-06-26,WB/133-127/24/0048,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/06/1,2024-06-20,347052.72,441.56,2024-06-26,WB/133-127/24/0048,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/06/1,2024-06-20,347052.72,22575.56,2024-06-26,WB/133-127/24/0048,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Guliwer/2024/05/3,2024-05-21,86393.62,18.75,2024-06-27,WB/133-143/24/0051; WB/133-101/24/0038,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Guliwer/2024/05/3,2024-05-21,86393.62,242.26,2024-06-27,WB/133-143/24/0051; WB/133-101/24/0038,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Guliwer/2024/06/1,2024-06-21,158818.32,21.85,2024-06-27,WB/133-143/24/0051; WB/133-101/24/0038,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Guliwer/2024/06/1,2024-06-21,158818.32,282.3,2024-06-27,WB/133-143/24/0051; WB/133-101/24/0038,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Adm Pit/2024/06/1,2024-06-26,19768.19,2862.19,2024-06-27,WB/133-101/24/0038,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Adm Pit/2024/05/1,2024-05-27,23386,3386,2024-06-27,WB/133-101/24/0038,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/07/1,2024-07-23,306007.27,319.64,2024-07-29,WB/133-127/24/0062,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/07/1,2024-07-23,306007.27,18417.67,2024-07-29,WB/133-127/24/0062,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Adm Pit/2024/07/1,2024-07-23,19768.19,2862.19,2024-07-29,WB/133-101/24/0047,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/07/3,2024-07-30,4451.23,14.73,2024-07-31,WB/133-127/24/0063; LPE/WRO Pitagor/2024/07/2/0001,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Adm Pit/2024/08/1,2024-08-28,19768.19,2862.19,2024-08-29,WB/133-101/24/0054,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/08/1,2024-08-28,310370.93,358.77,2024-08-29,WB/133-127/24/0070,LPE,
520-10-022-1-512,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- pozostali pracownicy Umowy o Pracę",,LPE/WRO Pitagor/2024/08/1,2024-08-28,310370.93,18381.93,2024-08-29,WB/133-127/24/0070,LPE,
520-10-022-1-521,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- Nauczyciele  tyt.umów cywilno-prawnych",,LPU/WRO Pitagor/2024/01/1,2024-02-14,984.89,12.38,2024-02-16,WB/133-127/24/0013,LPU,
520-10-022-1-521,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- Nauczyciele  tyt.umów cywilno-prawnych",,LPU/WRO Pitagor/2024/01/1,2024-02-14,984.89,159.89,2024-02-16,WB/133-127/24/0013,LPU,
520-10-022-1-521,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- Nauczyciele  tyt.umów cywilno-prawnych",,LPU/WRO Pitagor/2024/02/1,2024-03-14,1325.56,213.18,2024-03-18,WB/133-127/24/0021,LPU,
520-10-022-1-521,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- Nauczyciele  tyt.umów cywilno-prawnych",,LPU/WRO Pitagor/2024/02/1,2024-03-14,1325.56,16.5,2024-03-18,WB/133-127/24/0021,LPU,
520-10-022-1-521,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- Nauczyciele  tyt.umów cywilno-prawnych",,LPU/WRO Pitagor/2024/03/1,2024-04-15,1001.39,12.38,2024-04-17,WB/133-127/24/0030,LPU,
520-10-022-1-521,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- Nauczyciele  tyt.umów cywilno-prawnych",,LPU/WRO Pitagor/2024/03/1,2024-04-15,1001.39,159.89,2024-04-17,WB/133-127/24/0030,LPU,
520-10-022-1-521,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- Nauczyciele  tyt.umów cywilno-prawnych",,LPU/WRO Pitagor/2024/04/1,2024-05-14,997.27,159.89,2024-05-15,WB/133-127/24/0038,LPU,
520-10-022-1-521,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- Nauczyciele  tyt.umów cywilno-prawnych",,LPU/WRO Pitagor/2024/05/1,2024-06-18,997.27,12.38,2024-06-18,WB/133-127/24/0047,LPU,
520-10-022-1-521,"Składki z tyt. ubezpieczeń społecznych, odpisy na FP oraz FGŚP Pracodawcy- Nauczyciele  tyt.umów cywilno-prawnych",,LPU/WRO Pitagor/2024/05/1,2024-06-18,997.27,159.89,2024-06-18,WB/133-127/24/0047,LPU,
520-10-022-1-530,Pozostałe świadczenia na rzecz pracowników,,239/2024,2024-03-04,143.79,143.79,2024-03-19,WB/133-127/24/0022/2,legitymacja służbowa dla nauczycieli,DC Perfect Card Krzysztof Lewandowski
520-10-022-1-530,Pozostałe świadczenia na rzecz pracowników,,241/2024,2024-03-06,50.31,50.31,2024-03-19,WB/133-127/24/0022/4,legitymacja dla nauczycieli,DC Perfect Card Krzysztof Lewandowski
520-10-022-1-540,Świadczenia - Szkolenia pracowników,,F/000144/01/24,2024-01-30,1380,1380,2024-01-30,WB/130-101/24/0008/4,"szkolenie A. Pszeniczka, N. Chreptowicz","FUNDACJA ""PROMYK SŁOŃCA"""
520-10-022-1-540,Świadczenia - Szkolenia pracowników,,520/2024,2024-02-13,2289.6,2289.6,2024-02-26,WB/133-127/24/0014/58,szkolenie pracowników,Monika Sobkowiak
520-10-022-1-540,Świadczenia - Szkolenia pracowników,,1/02/2024/CB,2024-02-16,2300,2300,2024-02-26,WB/133-127/24/0014/4,szkolenie pracowników,CECYLIA BIEGANOWSKA - Psychoterapia i Rozwój
520-10-022-1-540,Świadczenia - Szkolenia pracowników,,28/04/2024,2024-04-23,950,950,2024-05-08,WB/130-101/24/0105/128,szkolenie - zwrot dla pracownika Olinkiewicz-Moneta Karolina,FIZJOspot Rehabilitacja Funkcjonalna dr Martyna Brychcy
520-10-022-1-602,Ogłoszenia prasowe i rekrutacyjne,,2024/1103575321,2024-01-05,109.9,109.9,2024-01-31,RZ/2024/01/0021,ogłoszenie o pracę,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-602,Ogłoszenia prasowe i rekrutacyjne,,2024/1103977220,2024-02-06,109.9,109.9,2024-02-29,RZ/2024/02/0003,ogłoszenie o pracę,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-602,Ogłoszenia prasowe i rekrutacyjne,,2024/1103977234,2024-02-06,109.9,109.9,2024-02-29,RZ/2024/02/0003,ogłoszenie o pracę,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-602,Ogłoszenia prasowe i rekrutacyjne,,2025/1100208713,2024-04-15,129.9,129.9,2024-08-31,RZ/2024/08/0092,ogłoszenie o pracę,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-602,Ogłoszenia prasowe i rekrutacyjne,,2025/1100209378,2024-04-15,129.9,129.9,2024-08-31,RZ/2024/08/0092,ogłoszenie o pracę,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-602,Ogłoszenia prasowe i rekrutacyjne,,2025/1100896396,2024-06-05,129.9,129.9,2024-06-17,WB/130-101/24/0135/52,ogłoszenie o pracę - zwrot dla pracownika Kwaśnica Anna,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-602,Ogłoszenia prasowe i rekrutacyjne,,2025/1101268592,2024-07-02,59.9,59.9,2024-07-03,WB/130-101/24/0150/45,ogłoszenie o pracę- zwrot dla pracownika dyrektor Anna Kwaśnica,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-602,Ogłoszenia prasowe i rekrutacyjne,,2025/1101268594,2024-07-02,129.9,129.9,2024-07-03,WB/130-101/24/0150/45,ogłoszenie o pracę - zwrot dla pracownika dyrektor Anna Kwaśnica,GRUPA OLX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,2426700410000892,2024-01-04,386.34,166.13,2024-01-31,RZ/2024/01/0021,"środki czystości, kubki plastikowe",Transgourmet Polska Sp. z o.o.
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,000044265,2024-01-16,39.3,39.3,2024-01-31,RZ/2024/01/0021,art. spożywcze,CUKIERNIA PIOTR WRÓBEL
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,SP-125/2024,2024-02-08,280,280,2024-02-29,RZ/2024/02/0003,pączki Tłusty czwartek,KOCH Piekarnia Lucyna Koch
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,2426705210019197,2024-02-21,620.97,53.49,2024-02-29,RZ/2024/02/0010,"cukierki, środki czystości, art. biurowe",Transgourmet Polska Sp. z o.o.
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,000065658,2024-02-16,313.4,313.4,2024-02-29,RZ/2024/02/0010,art. spożywcze,KRAFT POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,18/03/KAW/2024,2024-03-05,31.8,31.8,2024-03-31,RZ/2024/03/0022,artykuły dla dzieci,GIGI CAFE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,1915/00287/050324/01,2024-03-05,327.24,327.24,2024-03-31,RZ/2024/03/0022,czekoladowe jajka dla dzieci,LIDL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,2426708110030270,2024-03-21,256.9,256.9,2024-03-31,RZ/2024/03/0022,czekoladowe jajka dla dzieci,Transgourmet Polska Sp. z o.o.
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,104051,2024-04-24,32.31,32.31,2024-08-31,RZ/2024/08/0092,guma mamba na Igrzyska,KAUFLAND Polska Markety Sp. z o.o. Sp. k.
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,2426710010037193,2024-04-09,1083.29,194.51,2024-08-31,RZ/2024/08/0092,"środki czystości, kawa, baterie",Transgourmet Polska Sp. z o.o.
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,2426716419106010,2024-06-12,871.76,186.14,2024-06-30,RZ/2024/06/0022,"środki czystości, artykuły biurowe",Transgourmet Polska Sp. z o.o.
520-10-022-1-616,Art.Spożywcze ( reprezentacja dotacyjna),,2426719119106008,2024-07-09,1209.61,88.79,2024-07-29,RZ/2024/07/0014,"środki czystości, materiały biurowe",Transgourmet Polska Sp. z o.o.
520-10-022-2-105,Zużycie przedmiotów nie zaliczanych do środków trwałych i wyposażenia ewidencjonowanego,,FS 34/05/2024,2024-05-22,46316.88,5092.2,2024-06-07,WB/130-101/24/0128/4,Laptopy i myszki,GTIT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-109,Zużycie pomocy naukowych i dydaktycznych,,1567612228124000160,2024-04-24,237.91,79.31,2024-05-08,WB/130-101/24/0105/130,Książka - zwrot dla Jolanty Błochowiak,EMPIK SPÓŁKA AKCYJNA
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,23/1/2024,2024-01-10,2706,48.33,2024-01-18,WB/130-101/24/0014/62,abonament stron www,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,F/20483053/01/24,2024-01-12,8085.48,168.92,2024-01-23,WB/130-101/24/0017/15,Usługi telekomunikacyjne,"""P4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FVS/136/01/2024,2024-01-31,18452.46,954.25,2024-02-13,WB/130-101/24/0034/30,Usługi systemu Kidsview,VIEW CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,5/2/2024,2024-02-05,2686.32,15.64,2024-02-23,WB/130-101/24/0042/16,abonament stron www - nadgodziny,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,20/2/2024,2024-02-12,2706,48.32,2024-02-23,WB/130-101/24/0042/53,abonament stron www,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FV/018/02/2024,2024-02-13,5996.25,276.75,2024-03-14,WB/130-101/24/0058/34,Usługi zgodnie z zestawieniem,PIOTR GÓŹDŹ GTIT
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FVS/111/02/2024,2024-02-29,18452.46,954.25,2024-03-07,WB/130-101/24/0052/47,Usługi systemu Kidsview,VIEW CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,26/3/2024,2024-03-12,2952,52.71,2024-03-14,WB/130-101/24/0058/39,abonament stron www,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FV/017/03/2024,2024-03-13,2521.5,92.25,2024-03-25,WB/130-101/24/0068/39,Usługi zgodnie z zestawieniem,PIOTR GÓŹDŹ GTIT
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,F/20463985/03/24,2024-03-12,8537.74,175.12,2024-03-14,WB/130-101/24/0058/5,Usługi telekomunikacyjne,"""P4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,F/20496675/02/24,2024-02-12,8051.22,214.87,2024-02-23,WB/130-101/24/0042/4,Usługi telekomunikacyjne,"""P4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FVS/75/03/2024,2024-03-29,18452.46,954.25,2024-04-04,WB/130-101/24/0077/4,Usługi systemu Kidsview,VIEW CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,11/4/2024,2024-04-10,2952,52.71,2024-04-12,WB/130-101/24/0083/19,abonament stron www,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,F/20526396/04/24,2024-04-12,8061.23,215.49,2024-04-23,WB/130-101/24/0092/6,Usługi telekomunikacyjne,"""P4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FVS/139/04/2024,2024-04-30,18452.46,954.25,2024-05-10,WB/130-101/24/0107/21,Usługi systemu Kidsview,VIEW CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,4/5/2024,2024-05-06,2462.46,90.36,2024-05-15,WB/130-101/24/0110/96,abonament stron www - nadgodziny,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,16/5/2024,2024-05-13,2952,52.72,2024-05-16,WB/130-101/24/0111/28,abonament stron www,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FVS/139/05/2024,2024-05-31,18452.46,955,2024-06-17,WB/130-101/24/0135/23,Usługi systemu Kidsview,VIEW CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FV/018/06/2024,2024-06-07,2921.25,92.25,2024-06-21,WB/130-101/24/0139/2,Usługi zgodnie z zestawieniem,PIOTR GÓŹDŹ GTIT
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,11/6/2024,2024-06-10,2952,52.72,2024-06-17,WB/130-101/24/0135/25,abonament stron www,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,F/20541359/05/24,2024-05-12,8045.6,168.92,2024-05-23,WB/130-101/24/0117/18,Usługi telekomunikacyjne,"""P4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FVS/57/06/2024,2024-06-28,18452.46,954.25,2024-07-01,WB/130-101/24/0148/134,Usługi systemu Kidsview,VIEW CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,F/20541583/06/24,2024-06-12,8040.56,171.4,2024-06-25,WB/130-101/24/0142/5,usługi telekomunikacyjne,"""P4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,F/20414145/07/24,2024-07-12,8021.77,168.92,2024-07-16,WB/130-101/24/0161/32,usługi telekomunikacyjne,"""P4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,20/7/2024,2024-07-10,2952,52.72,2024-07-29,WB/130-101/24/0172/33,abonament stron www,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,40/7/2024,2024-07-26,4059,72.48,2024-08-02,WB/130-101/24/0176/26,usługa informatyczna,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,FVS/141/07/2024,2024-07-31,18452.46,954.25,2024-08-02,WB/130-101/24/0176/32,usługi sytemu kidsview,VIEW CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-202,"Usługi telekomunikacyjne, informatyczne",,14/8/2024,2024-08-12,2952,52.71,2024-08-19,WB/130-101/24/0190/97,abonament stron www,"PIOTR MARCINIAK ""AS4YOU"""
520-10-022-2-212,"Usługi pocztowe ,kurierskie",,F35322P1223SFAKAMN,2024-01-04,801.9,58.6,2024-01-23,WB/130-101/24/0017/1,poczta,Poczta Polska S. A. Centrum Obsługi Finansowej Dział Rozliczeń Usług Pocztowych w Katowicach
520-10-022-2-212,"Usługi pocztowe ,kurierskie",,F00355P0124SFAKAMN,2024-02-05,426.3,7.3,2024-02-23,WB/130-101/24/0042/49,poczta,Poczta Polska S. A. Centrum Obsługi Finansowej Dział Rozliczeń Usług Pocztowych w Katowicach
520-10-022-2-212,"Usługi pocztowe ,kurierskie",,F03877P0224SFAKAMN,2024-03-05,435.6,31.7,2024-03-13,WB/130-101/24/0057/38,poczta,Poczta Polska S. A. Centrum Obsługi Finansowej Dział Rozliczeń Usług Pocztowych w Katowicach
520-10-022-2-212,"Usługi pocztowe ,kurierskie",,F07540P0324SFAKAMN,2024-04-04,840,29.6,2024-04-10,WB/130-101/24/0081/70,poczta,Poczta Polska S. A. Centrum Obsługi Finansowej Dział Rozliczeń Usług Pocztowych w Katowicach
520-10-022-2-212,"Usługi pocztowe ,kurierskie",,F10025P0424SFAKAMN,2024-05-07,548.2,24.9,2024-05-20,WB/130-101/24/0114/34,poczta,Poczta Polska S. A. Centrum Obsługi Finansowej Dział Rozliczeń Usług Pocztowych w Katowicach
520-10-022-2-212,"Usługi pocztowe ,kurierskie",,F12869P0524SFAKAMN,2024-06-05,349.7,24.9,2024-06-12,WB/130-101/24/0132/54,poczta,Poczta Polska S. A. Centrum Obsługi Finansowej Dział Rozliczeń Usług Pocztowych w Katowicach
520-10-022-2-212,"Usługi pocztowe ,kurierskie",,F15634P0624SFAKAMN,2024-07-03,365.7,16.1,2024-08-02,WB/130-101/24/0176/86,poczta,Poczta Polska S. A. Centrum Obsługi Finansowej Dział Rozliczeń Usług Pocztowych w Katowicach
520-10-022-2-212,"Usługi pocztowe ,kurierskie",,F18435P0724SFAKAMN,2024-08-05,406,81.4,2024-08-19,WB/130-101/24/0190/76,poczta,Poczta Polska S. A. Centrum Obsługi Finansowej Dział Rozliczeń Usług Pocztowych w Katowicach
520-10-022-2-215,Usługi pozostałe,,3193472-01-2-R,2024-01-16,1546.11,515.37,2024-01-16,WB/130-101/24/0012/8,"konferencja A. Kwaśnica, B. Kruszelnicka, J. Błochowiak",FORUM MEDIA POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-215,Usługi pozostałe,,11/01/2024,2024-01-31,3690,246,2024-02-07,WB/133-101/24/0007/2,prowadzenie zagadnień z zakresu BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-215,Usługi pozostałe,,10/03/2024,2024-03-31,3690,246,2024-04-12,WB/133-101/24/0021/2,prowadzenie zagadnień z zakresu BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-215,Usługi pozostałe,,FV2410547,2024-03-31,660.51,55.04,2024-04-12,WB/133-101/24/0021/3,niszczenie dokumentów - archiwum,RHENUS OFFICE SYSTEMS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
520-10-022-2-215,Usługi pozostałe,,10/02/2024 duplikat,2024-04-23,3690,246,2024-04-24,WB/133-101/24/0023/2,prowadzenie zagadnień z zakresu BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-215,Usługi pozostałe,,14/04/2024,2024-04-30,3690,246,2024-05-13,WB/133-101/24/0028/2,prowadzenie zagadnień z zakresu BHP,URSZULA PIETRUSZKA ERGO
520-10-022-2-215,Usługi pozostałe,,8/05/2024,2024-05-31,3690,246,2024-06-11,WB/133-101/24/0034/2,prowadzenie zagadnień z zakresu bhp,URSZULA PIETRUSZKA ERGO
